token_address,chain,token_name,howmany_suspicious_urls,howmany_suspicious_addresses,howmany_warnings
0xa14b0b99c9117ea2f4fb2c9d772d95d9fd3acaab,bsc,Broccoli,2,0,0
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3,eth,Pundi X Token,1,0,0
0xa184088a740c695e156f91f5cc086a06bb78b827,bsc,AUTOv2,5,0,0
0xa18bbdcd86e4178d10ecd9316667cfe4c4aa8717,bsc,BNBXBT,2,0,0
0xa1aa371e450c5aee7fff259cbf5cca9384227272,eth,PentagonChain,18,0,0
0xa1e349fac47e50b42cd323c4285ef4622b60a5e0,eth,Pepy,3,0,0
0xa1f410f13b6007fca76833ee7eb58478d47bc5ef,eth,Rejuve Token,6,0,0
0xa1faa113cbe53436df28ff0aee54275c13b40975,bsc,AlphaToken,8,0,0
0xa2120b9e674d3fc3875f415a7df52e382f141225,bsc,Automata,10,0,0
0xa21af1050f7b26e0cff45ee51548254c41ed6b5c,eth,Osaka Protocol,5,0,0
0xa2b726b1145a4773f68593cf171187d8ebe4d495,bsc,Injective Protocol,8,0,0
0xa2b8e02ce95b54362f8db7273015478dd725d7e7,eth,MEME CUP,3,0,0
0xa2e3356610840701bdf5611a53974510ae27e2e1,bsc,Wrapped Binance Beacon ETH,9,0,0
0xa41f142b6eb2b164f8164cae0716892ce02f311f,bsc,Avocado DAO Token,6,0,0
0xa49d7499271ae71cd8ab9ac515e6694c755d400c,eth,Mute.io,3,0,0
0xa4b6573c9ae09d81e4d1360e6402b81f52557098,bsc,COR Token,4,0,0
0xa53e61578ff54f1ad70186be99332a6e20b6ffa9,bsc,Golden Doge,12,0,0
0xa562912e1328eea987e04c2650efb5703757850c,eth,Drops,4,0,0
0xa57ac35ce91ee92caefaa8dc04140c8e232c2e50,bsc,Pitbull,8,0,0
0xa58950f05fea2277d2608748412bf9f802ea4901,bsc,Wall Street Games,4,0,0
0xa5c45d48d36607741e90c0cca29545a46f5ee121,eth,Chiba,3,0,0
0xa677bc9bdb10329e488a4d8387ed7a08b2fc9005,bsc,Magic Power Token,4,0,0
0xa6c0c097741d55ecd9a3a7def3a8253fd022ceb9,eth,AVA,10,0,0
0xa849eaae994fb86afa73382e9bd88c2b6b18dc71,eth,Mass Vehicle Ledger Token,0,0,0
0xa856098dcbc1b2b3a9c96c35c32bc4f71e49aed2,bsc,FinceptorToken,2,0,0
0xa8b12cc90abf65191532a12bb5394a714a46d358,eth,POW BTC-35W/T,3,0,0
0xa90298e5b1203a2dd0006a75eabe158989c406fb,bsc,Blue Protocol,14,0,0
0xa92e7c82b11d10716ab534051b271d2f6aef7df5,eth,Ara Token,0,0,0
0xa9c41a46a6b3531d28d5c32f6633dd2ff05dfb90,bsc,WaultSwap,8,0,0
0xaa076b62efc6f357882e07665157a271ab46a063,bsc,Pleasure Coin,2,0,0
0xaa4e3edb11afa93c41db59842b29de64b72e355b,eth,MarginSwap,1,0,0
0xab93df617f51e1e415b5b4f8111f122d6b48e55c,eth,Delta Exchange Token,4,0,0
0xabd4c63d2616a5201454168269031355f4764337,eth,Orderly Network,3,0,0
0xac472d0eed2b8a2f57a6e304ea7ebd8e88d1d36f,bsc,Anime,3,0,0
0xac51066d7bec65dc4589368da368b212745d63e8,bsc,ALICE,3,0,0
0xac6708e83698d34cd5c09d48249b0239008d0ccf,eth,Fort Knox,3,0,0
0xac83271abb4ec95386f08ad2b904a46c61777cef,bsc,NFTrade Token [via ChainPort.io],5,0,0
0xacb2d47827c9813ae26de80965845d80935afd0b,bsc,MacaronSwap Token,12,0,0
0xacb8f52dc63bb752a51186d1c55868adbffee9c1,bsc,BunnyPark,4,0,0
0xace3574b8b054e074473a9bd002e5dc6dd3dff1b,bsc,RBX,25,0,0
0xacf34edcc424128cccc730bf85cdaceebcb3eece,bsc,Voice Street Token,2,0,0
0xad29abb318791d579433d831ed122afeaf29dcfe,bsc,Fantom,8,0,0
0xad6742a35fb341a9cc6ad674738dd8da98b94fb1,bsc,Wombat Token,16,0,0
0xadd39272e83895e7d3f244f696b7a25635f34234,eth,Pepe Unchained,1,0,0
0xaddb6dc7e2f7caea67621dd3ca2e8321ade33286,eth,Sharp AI,4,0,0
0xae2df9f730c54400934c06a17462c41c08a06ed8,bsc,DogeBonk.com,7,0,0
0xae9269f27437f0fcbc232d39ec814844a51d6b8f,bsc,Burger Swap,1,0,0
0xaec945e04baf28b135fa7c640f624f8d90f1c3a6,bsc,Coin98,4,0,0
0xaee433adebe0fbb88daa47ef0c1a513caa52ef02,eth,PontoonToken,10,0,0
0xaef0d72a118ce24fee3cd1d43d383897d05b4e99,bsc,WINk,8,0,0
0xaf05ce8a2cef336006e933c02fc89887f5b3c726,eth,Lockheed Martin Inu,5,0,0
0xaf41054c1487b0e5e2b9250c0332ecbce6ce9d71,bsc,Ellipsis X,5,0,0
0xaf4144cd943ed5362fed2bae6573184659cbe6ff,eth,Lizcoin,50,0,0
0xaf53d56ff99f1322515e54fdde93ff8b3b7dafd5,bsc,Prometeus,3,0,0
0xaf6162dc717cfc8818efc8d6f46a41cf7042fcba,bsc,Universal Store of Value,1,0,0
0xaf8b894229bc800658ab0faf744e97c8c74c4321,eth,Black Lemon Ai,2,0,0
0xb003c68917bab76812797d1b8056822f48e2e4fe,bsc,YUMMY,1,0,0
0xb01cf1be9568f09449382a47cd5bf58e2a9d5922,bsc,LightSpeed,2,0,0
0xb01dd87b29d187f3e3a4bf6cdaebfb97f3d9ab98,eth,Bold Stablecoin,19,0,0
0xb0415d55f2c87b7f99285848bd341c367feac1ea,eth,R0AR TOKEN,6,0,0
0xb0b195aefa3650a6908f15cdac7d92f8a5791b0b,bsc,BOB,0,0,0
0xb0d502e938ed5f4df2e681fe6e419ff29631d62b,bsc,StargateToken,4,0,0
0xb0e1fc65c1a741b4662b813eb787d369b8614af1,bsc,Impossible Finance,4,0,0
0xb0ffa8000886e57f86dd5264b9582b2ad87b2b91,eth,Wormhole Token,6,0,0
0xb149b030cfa47880af0bde4cd36539e4c928b3eb,bsc,NUTGAIN,1,0,0
0xb1957bdba889686ebde631df970ece6a7571a1b6,bsc,Defi Tiger,7,0,0
0xb1c064c3f2908f741c9dea4afc5773238b53e6cc,eth,WarioXrpDumbledoreYugioh69Inu,2,0,0
0xb244b3574a5627849fca2057e3854340def63071,eth,Veil,4,0,0
0xb248a295732e0225acd3337607cc01068e3b9c10,bsc,Venus XRP,1,0,0
0xb2617246d0c6c0087f18703d576831899ca94f01,eth,ZigCoin,3,0,0
0xb2bd0749dbe21f623d9baba856d3b0f0e1bfec9c,bsc,Dusk Network,3,0,0
0xb2ea51baa12c461327d12a2069d47b30e680b69d,bsc,Space Crown,6,0,0
0xb3a6381070b1a15169dea646166ec0699fdaea79,bsc,CyberDragon Gold,8,0,0
0xb44b653f147569d88a684cbf6549e1968e8b2a1d,eth,2DAI.io,1,0,0
0xb44c63a09adf51f5e62cc7b63628b1b789941fa0,bsc,Reflex,2,0,0
0xb465f3cb6aba6ee375e12918387de1eac2301b05,bsc,Trivian Token,2,0,0
0xb5102cee1528ce2c760893034a4603663495fd72,bsc,dForce USD,8,0,0
0xb5130f4767ab0acc579f25a76e8f9e977cb3f948,eth,Godcoin,10,0,0
0xb58e61c3098d85632df34eecfb899a1ed80921cb,eth,Frankencoin,4,0,0
0xb59490ab09a0f526cc7305822ac65f2ab12f9723,bsc,Litentry,4,0,0
0xb5be8d87fce6ce87a24b90abdb019458a8ec31f9,bsc,OBORTECH,4,0,0
0xb5c5fc6d3576ae31b24dc18e5bcb8a4822f13333,eth,WhaleAI,5,0,0
0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206,eth,Nexo,2,0,0
0xb624960aaad05d433075a5c9e760adec26036934,eth,Monke coin,3,0,0
0xb624fde1a972b1c89ec1dad691442d5e8e891469,eth,The SporkDAO Token,8,0,0
0xb626213cb1d52caa1ed71e2a0e62c0113ed8d642,bsc,HUGHUG,5,0,0
0xb6c53431608e626ac81a9776ac3e999c5556717c,bsc,pTokens TLOS,5,0,0
0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81,eth,Muse,27,0,0
0xb6ff96b8a8d214544ca0dbc9b33f7ad6503efd32,eth,SYNC,3,0,0
0xb700597d8425ced17677bc68042d7d92764acf59,bsc,FaceDAO,2,0,0
0xb74f399aac8335e44a50ffb8f7ece74b9db8c30e,eth,NALA,3,0,0
0xb86abcb37c3a4b64f74f59301aff131a1becc787,bsc,Zilliqa,8,0,0
0xb87b96868644d99cc70a8565ba7311482edebf6e,eth,OnChain Pepe 404,3,0,0
0xb8c77482e45f1f44de1745f52c74426c631bdd52,eth,BNB,0,0,0
0xb939da54f9748440a1b279d42be1296942732288,eth,Fonzy,2,0,0
0xba25b2281214300e4e649fead9a6d6acd25f1c0a,eth,Tree,23,0,0
0xba2ae424d960c26247dd6c32edc70b295c744c43,bsc,Dogecoin,8,0,0
0xbabe3ce7835665464228df00b03246115c30730a,eth,Baby Neiro,3,0,0
0xbac1df744df160877cdc45e13d0394c06bc388ff,bsc,NFTmall GEM Token,23,0,0
0xbb0fa2fbe9b37444f5d1dbd22e0e5bdd2afbbe85,bsc,USD Mars,8,0,0
0xbb126042235e6bd38b17744cb31a8bf4a206c045,eth,fanC Token,3,0,0
0xbb1b031c591235408755ff4e0739cb88c5cf2507,bsc,PAAL AI,6,0,0
0xbb46693ebbea1ac2070e59b4d043b47e2e095f86,bsc,BFG Token,3,0,0
0xbb8ecf8d1342e086c9a751ee1b31a8320007379f,eth,NEXARA,3,0,0
0xbbca42c60b5290f2c48871a596492f93ff0ddc82,bsc,Domi,2,0,0
0xbc33b4d48f76d17a1800afcb730e8a6aaada7fe5,bsc,Bifrost Voucher DOT,9,0,0
0xbc7370641ddcf16a27eea11230af4a9f247b61f9,bsc,XANA,0,0,0
0xbc7d6b50616989655afd682fb42743507003056d,bsc,Alchemy,4,0,0
0xbd2949f67dcdc549c6ebe98696449fa79d988a9f,bsc,Wrapped MTRG on BSC by Meter.io,9,0,0
0xbd4c4dc19f208cda6caacadadc0bff4cd975fa34,bsc,Dogs Rock,1,0,0
0xbdc7c08592ee4aa51d06c27ee23d5087d65adbcd,eth,Lift Dollar,9,0,0
0xbddc20ed7978b7d59ef190962f441cd18c14e19f,eth,Crypto Asset Governance Alliance,9,0,0
0xbe0ed4138121ecfc5c0e56b40517da27e6c5226b,eth,Aethir Token,22,0,0
0xbe1a001fe942f96eea22ba08783140b9dcc09d28,bsc,Beta Token,21,0,0
0xbe92b510007bd3ec0adb3d1fca338dd631e98de7,eth,Degen,2,0,0
0xbef26bd568e421d6708cca55ad6e35f8bfa0c406,eth,bitsCrunch Token,9,0,0
0xbf05279f9bf1ce69bbfed670813b7e431142afa4,bsc,Million,4,0,0
0xbf358f7023d6fd0d11ac284eb47b877c1af635aa,eth,ArcheriumAi,3,0,0
0xbf5140a22578168fd562dccf235e5d43a02ce9b1,bsc,Uniswap,8,0,0
0xc00e94cb662c3520282e6f5717214004a7f26888,eth,Compound,1,0,0
0xc06caead870d3a8af2504637b6c5b7248bed6116,eth,Business Coin,3,0,0
0xc08512927d12348f6620a698105e1baac6ecd911,eth,GMO JPY,3,0,0
0xc08cd26474722ce93f4d0c34d16201461c10aa8c,bsc,CARV,12,0,0
0xc092a137df3cf2b9e5971ba1874d26487c12626d,eth,Ring AI,7,0,0
0xc0ecb8499d8da2771abcbf4091db7f65158f1468,bsc,SWTH Token,5,0,0
0xc0eff7749b125444953ef89682201fb8c6a917cd,bsc,Horizon Protocol,7,0,0
0xc114d80a2a188f30400b3cd545c5e296f0b04c3f,eth,Rita Elite Order,0,0,0
0xc1165227519ffd22fdc77ceb1037b9b284eef068,bsc,bns.finance,3,0,0
0xc13b7a43223bb9bf4b69bd68ab20ca1b79d81c75,bsc,Juggernaut DeFi,3,0,0
0xc18c07a18198a6340cf4d94855fe5eb6dd33b46e,eth,Qlindo Realestate Investment Token,9,0,0
0xc28eb2250d1ae32c7e74cfb6d6b86afc9beb6509,eth,Open Ecosystem Token,1,0,0
0xc2e9d07f66a89c44062459a47a0d2dc038e4fb16,bsc,Staked BNB,10,0,0
0xc3028fbc1742a16a5d69de1b334cbce28f5d7eb3,bsc,StarSharks,2,0,0
0xc350caa89eb963d5d6b964324a0a7736d8d65533,bsc,InfiniteeToken,3,0,0
0xc36983d3d9d379ddfb306dfb919099cb6730e355,eth,Colle AI,4,0,0
0xc4b7af50644c661e270fbb8da770049c9fc0bbe1,eth,Gelios,8,0,0
0xc4c75f2a0cb1a9acc33929512dc9733ea1fd6fde,eth,Martin Shkreli Inu,5,0,0
0xc5326b32e8baef125acd68f8bc646fd646104f1c,bsc,ZAP TOKEN,2,0,0
0xc53708664b99df348dd27c3ac0759d2da9c40462,bsc,GourmetGalaxy,4,0,0
0xc58c1117da964aebe91fef88f6f5703e79bda574,bsc,teleBTC,9,0,0
0xc5e6689c9c8b02be7c49912ef19e79cf24977f03,bsc,AlpaToken,8,0,0
0xc64500dd7b0f1794807e67802f8abbf5f8ffb054,eth,Locus Chain,0,0,0
0xc67b12049c2d0cf6e476bc64c7f82fc6c63cffc5,eth,GDT,0,0,0
0xc6dddb5bc6e61e0841c54f3e723ae1f3a807260b,bsc,Aurox Token,9,0,0
0xc6ec7898b0bdf5ac41fbabdbe19250ca4917c5a6,bsc,Felis,7,0,0
0xc7091aa18598b87588e37501b6ce865263cd67ce,bsc,CheesecakeSwap Token,7,0,0
0xc719d010b63e5bbf2c0551872cd5316ed26acd83,eth,Decentralized Insurance Protocol,6,0,0
0xc71b5f631354be6853efe9c3ab6b9590f8302e81,eth,Polyhedra Network,20,0,0
0xc748673057861a797275cd8a068abb95a902e8de,bsc,Baby Doge Coin,7,0,0
0xc7981767f644c7f8e483dabdc413e8a371b83079,bsc,Liquidus,3,0,0
0xc864019047b864b6ab609a968ae2725dfaee808a,bsc,BIT TOKEN,7,0,0
0xc8d3dcb63c38607cb0c9d3f55e8ecce628a01c36,eth,MatrixSwapToken,10,0,0
0xc9457161320210d22f0d0d5fc1309acb383d4609,bsc,Dovu,10,0,0
0xc9849e6fdb743d08faee3e34dd2d1bc69ea11a51,bsc,Bunny Token,12,0,0
0xc9d23ed2adb0f551369946bd377f8644ce1ca5c4,bsc,Hyperlane,9,0,0
0xc9eb61ffb66d5815d643bbb8195e17c49687ae1e,eth,Morpheus Infrastructure Node,8,0,0
0xc9fe6e1c76210be83dc1b5b20ec7fd010b0b1d15,eth,Fringe,2,0,0
0xca76bf98b6e44df7360da8650e701f6d9d94bb58,eth,MemeLinked,3,0,0
0xca830317146bfdde71e7c0b880e2ec1f66e273ee,bsc,PolyGod,6,0,0
0xca9b8d6df0729d85dcfc8ef8bb18af1ad1990786,bsc,Catboy,4,0,0
0xcab254f1a32343f11ab41fbde90ecb410cde348a,eth,Froge,3,0,0
0xcab84bc21f9092167fcfe0ea60f5ce053ab39a1e,eth,Block,6,0,0
0xcaf5191fc480f43e4df80106c7695eca56e48b18,bsc,DEAPCOIN,4,0,0
0xcb43c88c980ff3a2c3f45f125d9886e7aabcd017,eth,FREAK OFF,5,0,0
0xcb69e5750f8dc3b69647b9d8b1f45466ace0a027,eth,XiaoBai,5,0,0
0xcb76314c2540199f4b844d4ebbc7998c604880ca,eth,Strawberry AI,4,0,0
0xcbd55d4ffc43467142761a764763652b48b969ff,eth,AstroTools.io,9,0,0
0xcbd9f6d748dd3d19416f8914528a65c7838e27d8,bsc,R-Games,9,0,0
0xcbfef8fdd706cde6f208460f2bf39aa9c785f05d,eth,Kine Governance Token,5,0,0
0xccc8cb5229b0ac8069c51fd58367fd1e622afd97,eth,Gods Unchained,5,0,0
0xcccccccccc33d538dbc2ee4feab0a7a1ff4e8a94,eth,Centrifuge,6,0,0
0xcd883a18f8d33cf823d13cf2c6787c913d09e640,bsc,TalentIDO,17,0,0
0xcda4e840411c00a614ad9205caec807c7458a0e3,eth,PureFi Token,5,0,0
0xce872db165d4f5623af9c29e03afd416bc5f67bc,eth,StakeVault,3,0,0
0xceb24c99579e6140517d59c8dd4f5b36d84ed6de,bsc,Phecda,3,0,0
0xcf10117b30c7a5fc7c77b611bfc2555610dd4b3a,bsc,NOTAI,3,0,0
0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,bsc,Venus,0,0,0
0xcf9560b9e952b195d408be966e4f6cf4ab8206e5,eth,Doctor Evil,8,0,0
0xcfcecfe2bd2fed07a9145222e8a7ad9cf1ccd22a,bsc,Adshares,7,0,0
0xcff252a3299be44fa73402966f30a0159308b2ad,eth,Envoy A.I,0,0,0
0xd073e6341a3aa6c4d94c4f8f20fbd1ede572b0da,eth,MetaCene,3,0,0
0xd16cb89f621820bc19dae1c29c9db6d22813b01d,bsc,Coinbidex,1,0,0
0xd16fd95d949f996e3808eeea0e3881c59e76ef1e,eth,ParaWerx,3,0,0
0xd1b5651e55d4ceed36251c61c50c889b36f6abb5,eth,Stake DAO CRV,2,0,0
0xd1f2586790a5bd6da1e443441df53af6ec213d83,eth,Ledger Ai,10,0,0
0xd21d29b38374528675c34936bf7d5dd693d2a577,bsc,Parsiq Token,6,0,0
0xd26114cd6ee289accf82350c8d8487fedb8a0c07,eth,OMGToken,5,0,0
0xd2adc1c84443ad06f0017adca346bd9b6fc52cab,eth,dFund,1,0,0
0xd2bdaaf2b9cc6981fd273dcb7c04023bfbe0a7fe,eth,Aviator,18,0,0
0xd32d01a43c869edcd1117c640fbdcfcfd97d9d65,bsc,Nominex,4,0,0
0xd39ba5680e5a59ed032054485a0a8d2d5a6a2366,bsc,Mcoin,2,0,0
0xd3c325848d7c6e29b574cb0789998b2ff901f17e,bsc,ArtWallet,3,0,0
0xd3fd63209fa2d55b07a0f6db36c2f43900be3094,eth,Wrapped Savings rUSD,16,0,0
0xd40bedb44c081d2935eeba6ef5a3c8a31a1bbe13,bsc,Metahero,2,0,0
0xd41fdb03ba84762dd66a0af1a6c8540ff1ba5dfb,bsc,SafePal Token,4,0,0
0xd44fd09d74cd13838f137b590497595d6b3feea4,bsc,CryptoMines Eternal,2,0,0
0xd47bdf574b4f76210ed503e0efe81b58aa061f3d,eth,TRVL,9,0,0
0xd48474e7444727bf500a32d5abe01943f3a59a64,bsc,BitBook,0,0,0
0xd48d639f72ef29458b72cdc9a47a95fa46101529,bsc,HelpKidz Coin,1,0,0
0xd4e245848d6e1220dbe62e155d89fa327e43cb06,eth,Aave Ethereum FRAX,4,0,0
0xd4fbc57b6233f268e7fba3b66e62719d74deecbc,bsc,Modefi,4,0,0
0xd502f487e1841fdc805130e13eae80c61186bc98,eth,Integral,2,0,0
0xd528cf2e081f72908e086f8800977df826b5a483,eth,Paribus,4,0,0
0xd555498a524612c67f286df0e0a9a64a73a7cdc7,eth,DeFrogs,6,0,0
0xd5930c307d7395ff807f2921f12c5eb82131a789,eth,Bolt Token,4,0,0
0xd5d0322b6bab6a762c79f8c81a0b674778e13aed,bsc,Firo,8,0,0
0xd632bd021a07af70592ce1e18717ab9aa126decb,bsc,Kangal,1,0,0
0xd69a0a9682f679f50e34de40105a93bebb2ff43d,eth,Mackerel,3,0,0
0xd6fdde76b8c1c45b33790cc8751d5b88984c44ec,bsc,StrikeX,1,0,0
0xd721706581d97ecd202bbab5c71b5a85f0f78e69,eth,DOGE-1,3,0,0
0xd73f32833b6d5d9c8070c23e599e283a3039823c,bsc,Waterfall Governance Token,3,0,0
0xd74b782e05aa25c50e7330af541d46e18f36661c,bsc,RichQUACK.com,7,0,0
0xd7730681b1dc8f6f969166b29d8a5ea8568616a3,bsc,Nafter,3,0,0
0xd8047afecb86e44eff3add991b9f063ed4ca716b,bsc,Good Games Guild,2,0,0
0xd843713a7e6b3627cca4e7f70d34318d72708152,eth,Furo,2,0,0
0xd85a6ae55a7f33b0ee113c234d2ee308edeaf7fd,eth,Cobak Token,2,0,0
0xd86571bfb6753c252764c4ae37fd54888774d32e,eth,Kabosu,3,0,0
0xd8695414822e25ab796c1d360914ddf510a01138,eth,Kreaitor,3,0,0
0xd88611a629265c9af294ffdd2e7fa4546612273e,eth,MPRO,25,0,0
0xd888a5460fffa4b14340dd9fe2710cbabd520659,eth,ProtoKOLs,3,0,0
0xd88ca08d8eec1e9e09562213ae83a7853ebb5d28,bsc,xWIN Token,13,0,0
0xd89336eac00e689d218c46cdd854585a09f432b3,bsc,lUSD,9,0,0
0xd8c978de79e12728e38aa952a6cb4166f891790f,eth,Roaring Kitty,3,0,0
0xd8dd38ca016f3e0b3bc545d33cce72af274ce075,eth,Swing,18,0,0
0xd9025e25bb6cf39f8c926a704039d2dd51088063,bsc,Coinary Token,19,0,0
0xd9780513292477c4039dfda1cfcd89ff111e9da5,bsc,Tegro,3,0,0
0xd98560689c6e748dc37bc410b4d3096b1aa3d8c2,bsc,DeFi For You.,14,0,0
0xd9c2d319cd7e6177336b0a9c93c21cb48d84fb54,bsc,HAPI,10,0,0
0xd9e90df21f4229249e8841580cde7048bf935710,bsc,Shield Protocol,2,0,0
0xd9ebbc7970e26b4eced7323b9331763e8272d011,eth,TYBENG,19,0,0
0xdaacb0ab6fb34d24e8a67bfa14bf4d95d4c7af92,bsc,pNetwork Token,5,0,0
0xdac17f958d2ee523a2206206994597c13d831ec7,eth,Tether USD,3,0,0
0xdae0fafd65385e7775cf75b1398735155ef6acd2,eth,Truth,9,0,0
0xdae6c2a48bfaa66b43815c5548b10800919c993e,bsc,Kattana,4,0,0
0xdaecc7ddd6df9c7840018d4d4fdf9599e101481c,bsc,XHUNT,3,0,0
0xdb021b1b247fe2f1fa57e0a87c748cc1e321f07f,bsc,AMPL secured by Meter Passport,5,0,0
0xdbdb4d16eda451d0503b854cf79d55697f90c8df,eth,Alchemix,10,0,0
0xdc300854b0ef52650057158e8a33afe703525539,eth,Bet More,6,0,0
0xdc49a53e1f15fd7fd522e0691cb570f442e9ca6c,bsc,Quorium,4,0,0
0xdc5e9445169c73cf21e1da0b270e8433cac69959,eth, Ethereum,1,0,0
0xdc9cb148ecb70876db0abeb92f515a5e1dc9f580,eth,Green Bitcoin,1,0,0
0xdd16ec0f66e54d453e6756713e533355989040e4,eth,Tokenomy,0,0,0
0xdd325c38b12903b727d16961e61333f4871a70e0,bsc,Elephant Money Stable,4,0,0
0xddbcdd8637d5cedd15eeee398108fca05a71b32b,eth,Cryptify AI,6,0,0
0xddc0dbd7dc799ae53a98a60b54999cb6ebb3abf0,bsc,SafeBLAST,7,0,0
0xde3dbbe30cfa9f437b293294d1fd64b26045c71a,bsc,NFTB,3,0,0
0xde4ee8057785a7e8e800db58f9784845a5c2cbd6,eth,Dexe,8,0,0
0xde914ed9f96853ab95df19481bd14f0fd9dc2249,bsc,Vulpe Finance,3,0,0
0xdf2c7238198ad8b389666574f2d8bc411a4b7428,eth,Mainframe Token,4,0,0
0xdf87270e04bc5ac140e93571d0dd0c6f4a058b41,eth,Moolahverse,20,0,0
0xdf9e1a85db4f985d5bb5644ad07d9d7ee5673b5e,bsc,MM72,10,0,0
0xdfa7e9c060dc5292c881eb48cfe26b27aef5f0d9,bsc,BNBGPT,2,0,0
0xe00e6919895929090c2d5342ae8375c169cf8888,bsc,Binants,23,0,0
0xe0191fefdd0d2b39b1a2e4e029ccda8a481b7995,bsc,CryptoMines Reborn,2,0,0
0xe02df9e3e622debdd69fb838bb799e3f168902c5,bsc,BakeryToken,12,0,0
0xe0ad1806fd3e7edf6ff52fdb822432e847411033,eth,OnX.finance,8,0,0
0xe0e514c71282b6f4e823703a39374cf58dc3ea4f,bsc,BELT Token,5,0,0
0xe0f94ac5462997d2bc57287ac3a3ae4c31345d66,bsc,CEEK,4,0,0
0xe138c66982fd5c890c60b94fdba1747faf092c20,bsc,Offshift ,16,0,0
0xe1c8d908f0e495cf6d8459547d1d28b72bf04bf2,eth,TesseractAI,6,0,0
0xe1d7c7a4596b038ced2a84bf65b8647271c53208,eth,NFTY Token,3,0,0
0xe1ec350ea16d1ddaff57f31387b2d9708eb7ce28,eth,Pepechain,0,0,0
0xe20b9e246db5a0d21bf9209e4858bc9a3ff7a034,bsc,Wrapped Banano,5,0,0
0xe215f9575e2fafff8d0d3f9c6866ac656bd25bd9,bsc,ducky,2,0,0
0xe2604c9561d490624aa35e156e65e590eb749519,bsc,GoldMiner,4,0,0
0xe283d0e3b8c102badf5e8166b73e02d96d92f688,bsc,Elephant Money,7,0,0
0xe2a59d5e33c6540e18aaa46bf98917ac3158db0d,bsc,PureFi Token,8,0,0
0xe336a772532650bc82828e9620dd0d5a3b78bfe8,bsc,DigiMetaverse,4,0,0
0xe34ba9cbdf45c9d5dcc80e96424337365b6fe889,eth,Medusa,1,0,0
0xe3894cb9e92ca78524fb6a30ff072fa5e533c162,bsc,Everlasting Parachain Token,4,0,0
0xe3f53c0d48360de764ddc2a1a82c3e6db5d4624d,bsc,EMoneyToken,7,0,0
0xe4b4c008ff36e3c50c4299c223504a480de9c833,eth,Secret Society,2,0,0
0xe4e11e02aa14c7f24db749421986eaec1369e8c9,bsc,Minati,0,0,0
0xe4fae3faa8300810c835970b9187c268f55d998f,bsc,CateCoin,9,0,0
0xe50365f5d679cb98a1dd62d6f6e58e59321bcddf,eth,LAToken,1,0,0
0xe5097d9baeafb89f9bcb78c9290d545db5f9e9cb,eth,Hummingbot Governance Token,2,0,0
0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55,eth,SuperFarm,7,0,0
0xe5b826ca2ca02f09c1725e9bd98d9a8874c30532,eth,ZEON,5,0,0
0xe5ba47fd94cb645ba4119222e34fb33f59c7cd90,bsc,Safuu,0,0,0
0xe60779cc1b2c1d0580611c526a8df0e3f870ec48,eth,unshETHing_Token,16,0,0
0xe60eaf5a997dfae83739e035b005a33afdcc6df5,bsc,Deri,0,0,0
0xe6884e29ffe5c6f68f4958cf201b0e308f982ac9,bsc,Vegasino,2,0,0
0xe6df05ce8c8301223373cf5b969afcb1498c5528,bsc,BNB48 Club Token,4,0,0
0xe6ffa2e574a8bbeb5243d2109b6b11d4a459f88b,bsc,Hippo Token,4,0,0
0xe75f2acafba1ad56c5ed712ffbc1d31910e74396,eth,Komputai,20,0,0
0xe79031b5aaeb3ee8d0145e3d75b81b36bffe341d,eth,Boppy The Bat,3,0,0
0xe7c9c6bc87b86f9e5b57072f907ee6460b593924,bsc,TOWER,4,0,0
0xe7f58a92476056627f9fdb92286778abd83b285f,eth,DecentraWeb,10,0,0
0xe80772eaf6e2e18b651f160bc9158b2a5cafca65,bsc,USD+,10,0,0
0xe8176d414560cfe1bf82fd73b986823b89e4f545,bsc,StepHero,3,0,0
0xe842e272a18625319cc36f64eb9f97e5ad0c32af,eth,YAK,10,0,0
0xe87e15b9c7d989474cb6d8c56b3db4efad5b21e8,bsc,Hokkaido Inu,0,0,0
0xe90d1567ecef9282cc1ab348d9e9e2ac95659b99,bsc,CoinxPad,0,0,0
0xe91a8d2c584ca93c7405f15c22cdfe53c29896e3,bsc,DEXTools,4,0,0
0xe9732d4b1e7d3789004ff029f032ba3034db059c,eth,Patriot,4,0,0
0xe973e453977195422b48e1852a207b7ee9c913c7,eth,ADreward,0,0,0
0xe9c803f48dffe50180bd5b01dc04da939e3445fc,bsc,Velas,7,0,0
0xe9e7cea3dedca5984780bafc599bd69add087d56,bsc,BUSD Token,3,0,0
0xea26c4ac16d4a5a106820bc8aee85fd0b7b2b664,eth,QuarkChain Token,1,0,0
0xea36af87df952fd4c9a05cd792d370909bbda8db,eth,OFFICIAL K-POP,7,0,0
0xea89199344a492853502a7a699cc4230854451b8,bsc,Onino,3,0,0
0xeb2b7d5691878627eff20492ca7c9a71228d931d,bsc,CREPE,0,0,0
0xeb953eda0dc65e3246f43dc8fa13f35623bdd5ed,bsc,Rainicorn,3,0,0
